Age,Gender,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,EducationBackground_Human Resources,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Data Science,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Business Analyst,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead
-0.5414578729619038,1,1,0.10206085086936444,0.10300048764263729,1.1779779268469552,-0.5435693854904105,0.3796082512374021,-0.060955018401181046,1.1518236274088123,-0.6745383837071142,0,-0.8891109303095581,1.1858327517790719,-0.1706445571280139,-0.6222354293170421,-1.0644908834779592,0.4687775857778455,0.7497660119132811,-0.6813722424644063,1.1002513911342995,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.1098877240076426,1,1,0.5914635323608224,1.0611445587369384,1.1779779268469552,-1.1870420227381264,0.3796082512374021,-0.060955018401181046,-1.5743861416061278,-0.269410225324463,0,-0.8891109303095581,1.1858327517790719,1.1123972257893837,-0.6222354293170421,0.36595599241627497,-0.012431227681020658,0.7497660119132811,-0.3708341904487255,0.8177734986736321,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.3392597787551876,1,2,-0.509692500994958,1.0611445587369384,1.1779779268469552,-0.8900546517007191,-1.035080883808816,0.842082291245947,-1.5743861416061278,0.9459742498234903,1,1.594053809112016,0.25576784842293704,1.1123972257893837,-0.6222354293170421,0.36595599241627497,1.7520010883348218,2.410786099844242,-0.3708341904487255,2.230162960976969,0,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.449349485219824,1,1,0.10206085086936444,1.0611445587369384,-0.6566405185993086,0.34739272762181167,-1.035080883808816,2.6481569105402034,1.1518236274088123,0.1357179330581881,0,-0.061389350502366734,-0.6742970549331979,1.497309760664603,-0.6222354293170421,-1.0644908834779592,2.2332099017936877,0.4729293305914542,3.045084381723763,0.5352956062129647,0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.541053908047916,1,1,0.8361648731065513,1.0611445587369384,-1.5739497413224406,0.8918695745237253,0.3796082512374021,-0.060955018401181046,-1.5743861416061278,2.1613587249714437,0,-0.33729654377143053,1.1858327517790719,-0.1706445571280139,-1.4140514581404255,0.36595599241627497,-0.8144459167791309,-0.6344173946958533,-0.06029613843304474,-0.594615963629705,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.091906405285086,1,2,0.10206085086936444,-0.8551435834516637,1.1779779268469552,-1.6820209744671388,0.3796082512374021,0.842082291245947,-1.5743861416061278,-0.6745383837071142,0,1.594053809112016,0.25576784842293704,-0.29894873541975364,0.961396628329725,-1.0644908834779592,0.30837464795822345,0.7497660119132811,-0.3708341904487255,0.8177734986736321,0,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.440156843401552,1,1,-0.14264048987636452,1.0611445587369384,1.1779779268469552,-0.5930672806633117,0.3796082512374021,-0.9639923280483091,-0.665649551934481,1.7562305665887925,0,-0.061389350502366734,1.1858327517790719,-0.9404696268784525,-0.6222354293170421,0.36595599241627497,-0.8144459167791309,-0.6344173946958533,-0.06029613843304474,-0.594615963629705,0,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.9818166988204496,0,1,-0.9990951824864159,-0.8551435834516637,-1.5739497413224406,0.0504053565844043,-2.449770018855034,-0.9639923280483091,-0.665649551934481,1.7562305665887925,1,-0.6132037370404942,1.1858327517790719,-0.1706445571280139,0.961396628329725,0.36595599241627497,-0.012431227681020658,0.7497660119132811,0.2502419135826361,0.8177734986736321,1,3,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.10109904710335814,0,0,-0.14264048987636452,0.10300048764263729,-1.5739497413224406,-0.14758622410720063,1.7942973862836202,0.842082291245947,-1.5743861416061278,2.5664868833540946,0,-0.33729654377143053,-1.604361958289333,-0.1706445571280139,-0.6222354293170421,0.36595599241627497,0.1479717101386014,0.7497660119132811,-0.6813722424644063,0.2528177137522972,0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11908036582591472,0,1,-0.9990951824864159,0.10300048764263729,0.26066870412382337,0.7433758890050216,0.3796082512374021,0.842082291245947,0.24308703773716553,0.5408460914408392,1,-0.33729654377143053,1.1858327517790719,-0.1706445571280139,0.961396628329725,1.796402868310509,-0.9748488545987529,-1.1880907573395072,-0.6813722424644063,-1.15957174855104,0,3,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
